time,u_velocity,v_velocity,w_velocity,pressure
0.0,11.703838583078138,-0.29848714336053694,-0.04360482669416556,970.4617651459938
0.001,11.8613086987241,-1.195152183734719,0.1042192459304286,994.768956931155
0.002,11.727281914543083,-0.20611037251223507,-0.29640084540088224,991.3342944557451
0.003,11.799615877650668,0.4567368660087033,-0.04415782523040345,1003.4901226862808
0.004,11.976341408063771,0.26881495147493983,-0.059718766127960954,1032.8572371368184
0.005,12.009347253247611,0.21409312390528806,0.0554481100864962,1006.9516601761826
0.006,11.479164464843546,-0.13999665093723987,0.0998281435911031,1027.359601593835
0.007,11.10771000239736,-0.6395153681098932,0.16794853464841797,1005.6876969533945
0.008,11.11896626914741,0.2576471608122337,0.07129279688998773,993.7011376242729
0.009,11.265589924978524,-0.4171409050173124,-0.36322278798874935,1003.4791607812089
0.01,11.04460552743247,1.092048366690228,-0.28154013172232545,1017.8063859947771
0.011,10.992570677863817,0.285253604177258,-0.1639222858391019,1018.2956259632124
0.012,10.85367697460102,-0.29032415127697553,-0.08467217757696864,994.2466263195693
0.013,10.305272446149226,-0.3056926236943141,0.315232287141634,1002.531836956993
0.014,10.662098494524145,-0.04647210330679414,-0.3488816960558739,985.7073312032885
0.015,10.379569712876167,-0.11975096101087489,-0.10722451445120997,1008.2466862469144
0.016,10.088803925047769,0.5584168877649771,0.2859028494642149,1015.533546990559
0.017,9.767031874089382,0.09320808487202316,-0.08996324234898366,1000.3979945411602
0.018,9.879259657027411,-0.36581586945426403,0.1381246949528472,993.3261594563987
0.019,10.115992173271026,0.9452203425778913,-0.04186261287837106,1003.6013095127756
0.02,10.34772814344956,0.024654165760111316,0.07703497719741685,1004.1745903136317
0.021,10.66788922272871,0.3844198379844484,-0.06854176314286216,1000.8114383184962
0.022,10.990635713425354,-0.30411325372237963,0.2001196418185062,1001.7871512433595
0.023,10.75695668319228,0.1815578138722617,-0.4635169222219305,998.2618514953062
0.024,10.815047428561748,0.1555549955715976,-0.10899360251656351,1009.9595492822641
0.025,10.703976963869069,-0.9448246460480765,0.08897180300829244,1007.3622744516513
0.026,10.758003046319478,1.00763755523032,0.16010857440185788,990.1689685285585
0.027,10.81164488107899,0.6453222304612736,0.44788578682614827,989.894093968414
0.028,10.665633347070676,-0.19859765807299382,-0.11730740005967291,997.4562558297343
0.029,10.334612384035124,-0.5511348702279277,0.44384452855826184,1007.3683712410518
0.03,9.973544602845374,0.173780806901776,-0.19770714799790115,1001.4805741389082
0.031,10.063226863825408,0.04334884970719829,0.3985939234633931,993.5684958987734
0.032,9.953270731962473,0.1778344742816147,0.24524013800951172,1002.6151859672583
0.033,9.602637172936324,0.09578869809704481,-0.2740375738896668,996.6918948047772
0.034,10.18349037377166,0.25312049465296305,0.09211177117554656,1008.8048646022413
0.035,10.204749236985732,0.7236528496959033,-0.015370750659657461,1003.3305843506705
0.036,10.11474956317398,0.28405160256432305,0.18767537810250015,996.8472181254785
0.037,9.925443024638964,-0.5248277494549706,-0.06698147652999287,1002.3151877204646
0.038,10.119880978667327,0.681281426356226,-0.09217386769851944,1013.150480595242
0.039,10.162880643394322,0.8203072817441437,0.4107283748288554,994.3036992345362
0.04,10.26773002446721,1.5760283672560425,-0.029616268336701886,1004.0265698164716
0.041,10.535785235043155,-0.561747016619799,0.2479266972575299,999.2953965953401
0.042,10.451843711725923,0.1214410065751375,-0.06760544551325993,1004.269836838621
0.043,10.481412144490491,-1.0410493515944936,0.49999897776825697,993.4543505840427
0.044,10.334112496373265,0.27657457818960457,-0.203500388800648,1001.1033543315938
0.045,10.271044156850937,-0.2741001490833863,-0.1842430593741554,1011.078232824168
0.046,9.888869823510474,0.9617228974124766,0.4573551543347709,990.6299301875389
0.047,9.950776177225308,-0.38730748500929096,-0.13348391726857584,986.7059489667491
0.048,9.991368408851748,-0.8445915189836308,0.48032229184931774,987.0854443551303
0.049,10.39511997552365,-0.23563187035125982,0.2675521738784438,988.2933746979982
0.05,10.755386230212526,-0.9877438856085687,-0.04639491196825004,1005.9532328789267
0.051,10.536713455483484,0.37554972725365504,-0.5439880416051476,985.9414031413453
0.052,10.872382431462631,-1.0325415231281603,-0.005795491281550702,997.0210465525647
0.053,10.866224052529537,0.01422879059157944,0.0304890160600274,1006.1828930331071
0.054,10.903916686669413,-1.0389059099280984,0.3501653199913119,1004.1665906054859
0.055,10.983409336960563,-0.16014890226832096,0.4765341528720335,996.1444102003752
0.056,11.300952651499703,0.821689077902267,-0.20549615374312427,1001.9092373175511
0.057,11.4337868774496,0.18032394571789748,0.2403545291964548,1001.0714532973757
0.058,11.394708329737574,-0.431746802482467,0.22962064680400485,997.7575904445181
0.059,11.101024381515263,-0.015601744469541988,0.3220238107231335,997.8916528134542
0.06,10.554038484222975,0.009008436022223293,0.14960697364066333,1022.3542743475696
0.061,10.394092072746748,0.23631517292170282,-0.5827493072885309,1008.093109039313
0.062,10.527185429627968,-0.6834291816404132,-0.046626729758327906,1024.8065091751214
0.063,10.590834024489489,0.29628363692366533,-0.3467122724750746,995.030368670795
0.064,10.596903285718264,-1.3521958158013876,-0.06078173187542216,999.1503340311185
0.065,10.973526659537256,-0.3149422761819052,0.2940012708401682,986.6787423472335
0.066,10.951653700896097,-0.24413692122577232,0.0915452507624918,991.9043319791043
0.067,10.872526321796457,0.31666341303561923,0.3444272599192298,1019.019131486625
0.068,10.770354911425539,0.01131542633843457,0.10252617621406179,994.7796571015824
0.069,10.616818397393834,-0.7027815269281433,-0.3894977819006708,1019.1928130014446
0.07,10.282350096198341,-0.4924965629085076,-0.7562541019718204,987.5663773932012
0.071,10.16979801513569,0.09934000477370344,0.0446426285038771,989.4653096592672
0.072,10.656163762026905,-0.039533670932278143,-0.06417793990534962,996.5876877897658
0.073,10.704254914780824,-0.2895620548178732,-0.2930837218145646,999.3625007832082
0.074,11.013722695096751,-0.24041689475598968,-0.5101881748954133,1009.2308729245013
0.075,11.113935784644237,0.3480839985796445,-0.22042296404181275,1004.5077041718627
0.076,11.165260564248268,-0.25884628643460733,-0.05834744545943281,995.8368474265598
0.077,11.118193668744956,-0.04404562201453664,0.19976334711191704,998.666841934819
0.078,11.044220314818425,1.0849682940402714,0.05658932447039401,996.809370802153
0.079,10.948842046446613,-0.7118413184419615,0.48242017415181865,990.8534626467427
0.08,11.040119148566177,-0.9259213657873293,-0.31068121681361827,991.1203706339838
0.081,10.874689140994132,0.39179483239930335,0.26431766761723,1010.2788389143341
0.082,10.698329156327954,-0.3393215306470516,0.014189622938618376,981.7183507207286
0.083,10.45764193973214,-0.15911876387131013,0.20840073723557537,1016.1735869744506
0.084,10.08586488544955,-0.3905781890655571,-0.13095445897966307,996.5700577439777
0.085,9.857659165179536,-0.12990007038375626,0.32150411216717695,992.2749139360784
0.086,9.590948109059088,0.7992690560481707,0.08856742750357283,1007.3975929069727
0.087,9.593042122365635,0.40106422930905966,-0.2038334954753248,1014.8521658414712
0.088,9.562981919504873,0.43111175594348855,-0.0036072086739564442,1011.1763244160396
0.089,10.003975314134358,-0.7081135278963228,-0.07186675768112985,1005.0185204935989
0.09,10.19841356297231,-0.5755768682764346,0.1467535051913381,1010.8686348972184
0.091,10.296424902068505,-1.4195393297427135,-0.35393302481235256,982.8350242285613
0.092,10.09757903583675,-0.404690410541377,-0.008805510634708365,994.7816945851185
0.093,10.274001519243543,0.4783515931928292,0.11859217579479925,990.8882993997515
0.094,10.317826893072867,0.25847325787418546,0.009906992157909968,1012.2463873121518
0.095,10.386292024698587,-0.11075663147606195,0.40408237331669866,996.1652198107612
0.096,10.68876732224077,-0.011150141859026526,0.23220683222131572,1008.4540655678205
0.097,10.834527558007599,-0.3444427712877028,-0.0022442390222239842,1005.3585694248864
0.098,10.612976797944253,0.10237944120089208,0.06500672924930194,991.3769306383632
0.099,10.708018996909335,0.3829391397403074,0.08869966544459987,994.1304179002371
0.1,10.662461789495921,-0.8079433937052364,0.1209898812500472,1012.9381769081473
0.101,10.756836170868292,0.14982384391867407,-0.5476973986993824,992.2451735131559
0.102,10.535093010744584,0.46621743547733363,-0.09045788873080414,1001.2486761019547
0.103,10.33628449042171,-0.2075501444816848,-0.4453317204580279,992.1745871367356
0.104,10.327872146667685,0.3503503060602918,0.3834842842378459,996.8604781308414
0.105,10.319308379173096,1.4073272222362765,-0.018254856000878318,999.5383805603003
0.106,10.266991299409174,-0.05217139649344596,-0.05800228490388683,992.1713348970251
0.107,10.11830524489273,0.1966535250026618,0.2690391996099705,990.3955304601612
0.108,9.540560361844188,-0.3690285418306958,0.1266974392349624,1002.8627333677745
0.109,9.278138731068175,0.0906255813010252,-0.3385903543137621,991.5526259120883
0.11,9.183294800676167,0.23013581249115192,-0.02127160875821064,991.8934244430133
0.111,9.275732514901632,0.09742117013506903,-0.10055009196791545,990.6094685629803
0.112,9.2579919253009,-0.5098476598544284,-0.5233598665818162,999.2209195366868
0.113,9.590246288129032,0.10318088566272535,-0.2070828699711614,1009.4370163439984
0.114,9.142197051307809,0.7310979693588184,-0.05506209660493967,1015.0652863631227
0.115,9.333032637917665,0.22431788225726365,-0.03448527944755278,992.7408191400622
0.116,9.573502112457598,0.4809935945359205,-0.44466942710319257,1021.5031079333121
0.117,9.513157864492005,-0.11850598500631386,0.34549967491424266,989.952951392932
0.118,9.672038539534007,0.37495011971185527,-0.03063091766743168,1010.8354852332787
0.119,9.739413109103168,0.13963391910826298,0.011265922998168872,992.7830354598456
0.12,9.832782511042016,-0.475455364843616,0.120192491501951,991.2907673012999
0.121,9.721036601629548,0.15926050239943723,-0.23642287617110136,992.5524384321561
0.122,10.120383278342853,-0.49584833172015524,0.13690679193980887,999.4755230035088
0.123,10.123934569483403,-0.31644013744239596,-0.1101223938054549,1005.7997217103361
0.124,10.264132519019276,0.09466415364618706,-0.26897566219415747,1006.6986803790483
0.125,10.530083660478297,0.14862213669006202,0.17203424800661968,990.5601498465211
0.126,10.57513490010287,-0.5946162325385645,0.4475021576405423,990.1034071248873
0.127,10.53848391998803,0.5269928855914381,0.21744881204574953,990.8336130663645
0.128,10.674983766173945,0.28600313915023645,0.27689326954212923,998.8864559761449
0.129,11.028290958742941,-0.3523642178054419,-0.1561891819686897,997.8984439580912
0.13,11.05917848845924,-0.7687923982245877,-0.4792859187505369,990.498245379302
0.131,10.896134351255837,-0.07245228954071566,0.44704125662995237,1002.6960369406324
0.132,11.044665317375607,-0.22297185693058008,0.6163544668214279,1022.6256880833532
0.133,11.312842064108967,0.056570228526511404,0.4628420321309046,994.9528453816484
0.134,11.473762367920251,-0.18155833057778326,-0.1007357816939249,995.6648817879646
0.135,10.847869700780844,-1.003728430372505,-0.34639030161865325,1005.5966157032437
0.136,10.52623118173913,-0.1941734691505792,-0.31970480934587,994.411837082632
0.137,10.704740021123383,-0.15280955553415648,-0.5051197702842146,1006.6896448171818
0.138,10.934768346866282,0.31683051238702936,-0.03221358552301361,992.8145729322096
0.139,10.913287844617562,-0.34909983730552485,0.48170338742473634,1018.3211960757731
0.14,10.842329452649972,0.8393373366862831,-0.042498789561672974,1003.4477497259229
0.141,10.662470315413268,-0.9558202753258785,0.09069687010448248,993.7997705092329
0.142,10.932129657487087,0.6555837489013122,0.41267908929126257,994.1130830053073
0.143,10.94188833249105,-0.1121594854390524,-0.12122859354971989,994.8620024729197
0.144,10.721151958400634,0.4297924361717781,0.6106594370158784,1013.7274966624888
0.145,10.407963473425216,0.03990074202936655,0.597628322249236,987.3124899239872
0.146,10.693171328865631,0.5697777680127346,-0.0393334016041448,993.320583295405
0.147,10.943668220089686,-0.19368098227640562,-0.17326027920576384,994.3833944307457
0.148,10.716976984147976,-0.5493102125889061,0.20917141391709387,999.8431203324307
0.149,11.002899141405937,0.7102521436355316,-0.1042574827556574,997.2889030735321
0.15,10.838529103488126,-0.05674032294107059,-0.3469665651202009,985.0877216860954
0.151,10.613118096506634,0.1107792368121053,0.3843715960568941,996.0017731640453
